date,Battery (Charging) -  MW,Pumps -  MW,Coal (Brown) -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-06-21 14:00,-866.48,-1153.43,3822.26,7414.68,16.27,0.00,41.50,49.59,38.17,0.00,33.10,2.42,753.96,2139.15,5629.62,7302.02,2249.94,3314.33,0.55,0.00,11.95,10.02,11.50,0.00,10.12,444.71,35.79
2025-06-21 14:30,-429.42,-1150.54,3771.31,7697.06,20.58,0.00,41.00,83.39,38.17,0.00,33.21,10.72,766.55,2075.50,5498.35,6451.14,2220.36,3438.17,0.62,0.00,11.80,17.36,11.50,0.00,10.15,458.50,28.79
2025-06-21 15:00,-239.12,-987.34,3810.57,7962.83,22.71,0.00,42.00,187.10,38.19,0.00,32.45,54.49,800.12,2095.78,5531.58,5411.94,2242.93,3562.23,0.67,0.00,12.09,40.05,11.51,0.00,9.97,474.85,36.35
2025-06-21 15:30,-80.63,-699.11,3851.23,9143.70,19.02,-0.02,41.67,398.44,44.30,0.00,30.95,78.91,865.94,2040.03,4956.59,4138.92,2265.88,4089.02,0.62,0.00,12.00,81.89,13.35,0.00,9.56,521.33,56.70
2025-06-21 16:00,-87.28,-98.22,4052.15,10691.36,17.19,-0.03,52.17,713.47,43.53,0.00,37.25,56.55,1119.84,1972.69,3843.56,2762.81,2383.34,4776.51,0.62,0.00,15.02,143.41,13.36,0.00,11.37,583.36,72.29
2025-06-21 16:30,-17.21,0.00,4131.80,12316.75,14.20,0.00,109.67,1078.10,264.71,25.16,37.06,279.51,2072.10,1987.55,1931.92,1476.88,2428.40,5510.12,0.62,0.00,31.57,217.00,74.58,7.42,11.40,644.24,132.05
2025-06-21 17:00,-10.31,0.00,4112.88,13007.98,17.49,0.00,169.00,1267.44,539.53,182.95,36.93,1004.56,3226.86,2158.51,526.99,535.11,2417.35,5826.76,0.68,0.00,48.66,255.39,157.15,53.94,11.37,655.16,179.03
2025-06-21 17:30,-1.56,0.00,4120.65,13441.27,19.98,-0.04,198.83,1335.15,614.24,191.49,36.83,1391.05,4069.84,2459.05,57.38,118.70,2421.98,6024.60,0.72,0.01,57.24,269.45,180.57,56.46,11.29,643.24,206.78
2025-06-21 18:00,-4.61,0.00,4107.92,13861.43,19.75,-0.06,196.83,1346.69,757.64,188.62,27.52,1464.25,4148.81,2806.44,1.63,13.06,2414.51,6215.60,0.74,0.01,56.67,272.70,220.76,55.62,8.50,639.01,192.47
2025-06-21 18:30,-3.36,0.00,4119.61,13797.35,18.02,0.00,194.00,1362.69,765.26,176.06,28.95,1093.84,4106.53,3452.62,0.51,0.41,2421.33,6189.61,0.73,0.00,55.85,275.93,222.95,51.91,8.90,633.90,147.91
2025-06-21 19:00,-3.36,0.00,4112.22,13642.66,17.27,0.00,194.17,1391.38,770.78,164.44,31.54,780.86,3873.29,3993.48,0.50,0.00,2416.96,6119.56,0.75,0.00,55.90,280.57,224.91,48.48,9.60,632.17,151.77
2025-06-21 19:30,-16.47,0.00,4116.45,13730.89,19.18,0.00,198.00,1295.17,841.27,175.22,34.37,347.82,3606.84,4380.99,0.43,0.00,2419.45,6160.51,0.75,0.00,57.00,261.28,251.55,51.66,10.42,641.32,141.99
2025-06-21 20:00,-26.47,0.00,4118.01,13780.02,18.10,-0.02,197.83,1249.64,801.22,191.45,27.10,86.15,3308.35,4653.51,0.41,0.00,2420.35,6182.25,0.74,0.00,56.96,252.16,239.69,56.45,8.36,648.96,135.72
2025-06-21 20:30,-27.84,0.00,4117.72,13810.96,16.62,0.00,198.33,1232.66,644.92,192.43,34.23,34.53,2782.85,5022.88,0.37,0.00,2420.19,6193.55,0.73,0.00,57.10,248.73,194.94,56.74,10.40,654.47,138.09
2025-06-21 21:00,-63.83,0.00,4099.90,13911.82,14.23,-0.03,195.83,1236.62,570.46,174.85,34.14,18.33,2021.63,5455.24,0.37,0.00,2409.92,6238.45,0.68,0.00,56.38,249.53,170.53,51.55,10.37,664.08,127.82
2025-06-21 21:30,-14.56,0.00,4066.23,13884.32,13.30,-0.02,106.83,1196.55,285.03,89.26,33.78,64.88,1723.23,5706.19,0.37,0.00,2390.24,6224.73,0.65,0.00,30.76,240.80,81.27,26.32,10.27,663.22,122.02
2025-06-21 22:00,-32.32,0.00,4056.46,13749.81,12.41,0.00,61.67,1110.12,90.11,89.12,29.36,32.58,1358.44,5889.66,0.36,0.00,2384.66,6161.66,0.65,0.00,17.75,222.54,25.11,26.28,9.00,669.07,112.36
2025-06-21 22:30,-7.95,0.00,4050.47,13398.84,23.44,0.00,62.83,813.00,54.13,84.50,25.16,18.77,1246.05,5977.00,0.26,0.00,2381.14,6006.72,0.66,0.00,18.09,163.89,15.88,24.91,7.83,669.54,108.26
2025-06-21 23:00,-4.85,0.00,4054.02,13400.33,39.43,-0.03,58.50,370.26,44.78,1.64,32.75,17.67,1087.50,6000.15,0.16,0.00,2383.24,6006.65,0.78,0.00,16.84,73.80,13.49,0.48,9.98,677.65,105.52
2025-06-21 23:30,-17.22,0.00,4039.43,13234.46,42.48,0.00,40.50,75.36,44.58,0.00,36.00,3.61,1013.52,6009.52,0.20,0.00,2374.74,5930.11,0.80,0.00,11.66,15.05,13.43,0.00,10.90,681.56,100.87
2025-06-22 00:00,-29.97,0.00,4037.44,12808.22,40.66,0.00,40.00,61.02,44.31,0.00,20.05,8.50,876.32,6004.24,0.26,0.00,2373.59,5737.35,0.80,0.00,11.52,12.26,13.35,0.00,6.39,682.13,87.63
2025-06-22 00:30,-53.47,0.00,4052.81,12292.04,38.23,0.00,41.17,43.24,44.25,0.00,32.46,8.64,790.83,5995.40,0.26,0.00,2382.51,5504.39,0.79,0.00,11.85,8.69,13.33,0.00,9.90,681.23,75.17
2025-06-22 01:00,-41.91,0.00,4042.28,11696.50,44.38,-0.03,40.67,42.79,43.92,0.00,22.32,8.71,740.43,6093.55,0.26,0.00,2376.44,5240.01,0.83,0.00,11.71,8.60,13.23,0.00,7.03,673.69,67.34
2025-06-22 01:30,-64.55,-17.25,3937.57,11122.81,41.34,0.00,40.83,42.90,43.43,0.00,26.99,6.63,694.85,6287.71,0.26,0.00,2317.19,4986.68,0.77,0.00,11.76,8.62,13.08,0.00,8.34,662.93,25.20
2025-06-22 02:00,-117.26,-195.18,3817.76,10829.85,38.63,0.00,41.00,42.68,43.85,0.00,34.93,7.27,698.06,6466.35,0.26,0.00,2247.69,4855.86,0.74,0.00,11.80,8.57,13.21,0.00,10.59,658.60,20.01
2025-06-22 02:30,-161.91,-211.20,3653.51,10674.10,35.48,-0.03,41.17,42.46,44.73,0.00,32.63,5.03,683.95,6466.77,0.26,0.00,2152.84,4786.23,0.72,0.00,11.85,8.53,13.48,0.00,9.93,655.52,18.90
2025-06-22 03:00,-146.12,-462.44,3618.20,10612.80,33.36,0.00,40.83,42.35,44.92,0.00,32.26,11.43,691.16,6549.01,0.26,0.00,2132.26,4757.68,0.68,0.00,11.76,8.51,13.53,0.00,9.83,658.27,19.19
2025-06-22 03:30,-79.76,-477.06,3623.57,10670.47,32.59,-0.02,40.83,42.23,44.89,0.00,27.53,4.58,689.03,6435.36,0.26,0.00,2135.41,4784.81,0.69,0.00,11.76,8.48,13.52,0.00,8.50,661.44,19.19
2025-06-22 04:00,-60.25,-476.28,3589.26,10585.78,39.22,0.00,41.17,42.35,44.58,0.00,32.57,13.91,694.64,6328.61,0.26,0.00,2115.47,4747.30,0.76,0.00,11.85,8.51,13.43,0.00,9.93,661.75,19.19
2025-06-22 04:30,-34.67,-476.75,3718.90,10483.26,37.35,-0.03,40.83,42.23,44.70,0.00,26.85,8.09,720.81,6140.45,0.22,0.00,2189.55,4698.13,0.74,0.00,11.76,8.48,13.46,0.00,8.28,667.92,21.01
2025-06-22 05:00,-76.34,-476.19,3796.61,10573.19,36.55,0.00,40.83,42.01,44.53,0.00,24.90,6.56,729.96,6136.58,0.14,0.00,2233.86,4738.46,0.73,0.00,11.76,8.44,13.42,0.00,7.75,671.90,35.95
2025-06-22 05:30,-48.48,-475.89,3856.69,10726.10,32.84,-0.02,40.83,42.35,44.04,0.00,21.91,6.50,746.38,6118.12,0.14,0.00,2268.67,4809.28,0.69,0.00,11.76,8.51,13.27,0.00,6.89,674.43,35.95
2025-06-22 06:00,-54.91,-442.44,3901.60,10885.78,33.54,0.00,41.00,42.35,42.53,0.00,19.30,6.34,800.85,6255.34,0.14,0.00,2294.72,4883.08,0.69,0.00,11.80,8.51,12.81,0.00,6.15,670.44,35.95
2025-06-22 06:30,-15.07,-242.36,3852.66,11091.00,32.17,0.00,41.00,42.35,42.86,0.00,27.20,17.28,894.84,6487.34,0.18,1.93,2266.37,4972.75,0.68,0.00,11.80,8.51,12.91,0.00,8.40,653.82,35.95
2025-06-22 07:00,-31.66,-80.64,3970.00,11470.50,30.75,0.00,41.00,42.01,42.53,0.00,28.63,55.44,913.26,6545.17,22.01,39.77,2334.42,5140.27,0.67,0.00,11.80,8.44,12.81,0.00,8.79,651.16,64.37
2025-06-22 07:30,-28.96,-80.75,4040.08,11751.22,38.63,-0.10,41.00,42.01,43.14,0.00,19.95,136.43,946.65,6572.86,453.96,277.57,2375.12,5265.13,0.73,0.00,11.80,8.44,13.00,0.00,6.36,633.35,62.50
2025-06-22 08:00,-15.10,-80.59,4036.27,11254.57,40.44,0.00,40.00,42.12,43.36,0.00,30.07,87.23,940.45,6579.94,1638.80,857.63,2372.90,5045.67,0.74,0.00,11.52,8.46,13.06,0.00,9.23,585.33,74.47
2025-06-22 08:30,-133.45,-80.80,3979.15,9800.97,41.64,0.00,40.33,42.35,40.81,0.00,24.93,10.15,913.90,6620.93,3220.17,1885.56,2340.01,4397.19,0.78,0.00,11.61,8.51,12.29,0.00,7.77,513.37,46.33
2025-06-22 09:00,-336.41,-162.16,3689.03,8467.81,36.62,-0.07,40.83,42.12,38.21,0.00,29.44,19.53,936.20,6256.02,4723.85,3224.42,2174.32,3805.73,0.73,0.00,11.76,8.46,11.51,0.00,9.05,445.95,19.19
2025-06-22 09:30,-286.11,-342.80,3618.16,7473.91,42.07,-0.05,41.33,42.01,38.20,0.00,25.22,8.08,965.74,5677.31,5333.04,4686.22,2133.36,3365.13,0.79,0.00,11.90,8.44,11.51,0.00,7.85,405.45,19.19
2025-06-22 10:00,-382.35,-537.41,3360.06,6876.43,42.40,0.00,41.83,41.90,38.14,0.00,33.92,22.88,952.26,5148.76,5622.75,5992.26,1983.89,3090.57,0.79,0.00,12.04,8.42,11.49,0.00,10.31,375.54,8.95
2025-06-22 10:30,-293.66,-761.64,2792.28,6784.14,39.47,0.00,41.33,42.12,38.22,0.00,22.15,20.05,909.17,4906.06,5607.92,7119.76,1649.47,3041.31,0.77,0.00,11.90,8.46,11.51,0.00,6.98,346.97,69.13
2025-06-22 11:00,-295.63,-1079.04,2503.29,6600.44,39.44,0.00,41.17,42.46,38.19,0.00,27.17,11.58,764.60,4794.53,5538.98,8085.49,1475.40,2958.90,0.77,0.00,11.85,8.53,11.51,0.00,8.40,330.13,29.19
2025-06-22 11:30,-323.21,-1158.69,2433.01,6421.49,34.98,0.00,42.33,42.35,38.19,0.00,35.01,15.02,763.06,4630.50,5313.18,8725.89,1427.86,2878.81,0.73,0.00,12.19,8.51,11.51,0.00,10.62,322.08,8.96
2025-06-22 12:00,-339.59,-1159.31,2421.83,6940.77,21.43,-0.02,40.17,42.35,38.20,0.00,34.97,4.85,736.12,4218.01,5082.71,8671.31,1423.53,3108.18,0.66,0.00,11.56,8.51,11.51,0.00,10.61,341.97,-19.50
2025-06-22 12:30,-483.70,-1156.44,2320.80,6907.00,27.66,0.00,40.83,42.01,38.18,0.00,27.42,4.72,705.92,4280.92,5021.49,8326.38,1366.91,3092.88,0.68,0.00,11.76,8.44,11.50,0.00,8.47,344.83,-20.00
2025-06-22 13:00,-815.57,-1156.13,2365.18,6948.56,29.68,0.00,40.83,42.01,38.16,0.00,32.59,1.45,696.48,4444.89,4892.15,8178.66,1392.01,3109.11,0.66,0.00,11.76,8.44,11.50,0.00,9.93,353.04,-19.11
2025-06-22 13:30,-924.23,-1155.25,2273.29,7345.31,34.49,0.00,40.50,42.23,38.18,0.00,29.91,0.58,686.58,4315.27,4948.58,7800.16,1340.26,3281.58,0.72,0.00,11.66,8.48,11.50,0.00,9.18,366.11,-19.99
2025-06-22 14:00,-912.19,-1119.23,2297.76,7520.89,40.95,0.00,41.67,45.51,39.79,0.00,24.87,7.88,700.22,4163.63,4842.38,7313.49,1354.59,3357.95,0.79,0.00,12.00,9.19,11.99,0.00,7.75,380.23,-18.15
2025-06-22 14:30,-683.80,-678.49,2332.58,8187.74,38.30,0.00,42.17,82.53,39.09,0.00,28.83,9.89,707.88,4151.92,4326.65,6413.86,1374.19,3651.97,0.77,0.00,12.14,17.25,11.78,0.00,8.83,406.17,-21.00
2025-06-22 15:00,-657.92,-323.50,2390.71,9209.31,35.20,0.00,41.83,182.66,38.16,0.00,26.20,10.12,727.34,4274.72,4025.64,5114.11,1406.67,4117.46,0.73,0.00,12.04,39.02,11.50,0.00,8.08,445.95,-20.00
2025-06-22 15:30,-133.54,-309.36,2513.08,10307.74,33.34,0.00,42.33,235.86,40.13,0.00,34.52,57.74,815.00,4338.88,3884.67,3555.28,1481.88,4614.58,0.72,0.00,12.19,50.99,12.09,0.00,10.48,486.55,-19.50
2025-06-22 16:00,-47.12,-80.75,2956.03,11246.68,34.76,0.00,41.67,367.74,44.59,0.00,35.95,153.11,969.19,4273.64,3280.22,2316.51,1739.52,5040.61,0.73,0.00,12.00,78.22,13.43,0.00,10.90,538.87,-13.52
2025-06-22 16:30,-3.27,0.00,3762.73,12486.55,32.38,0.00,42.00,611.03,44.57,0.00,35.14,263.79,1233.25,4800.91,1713.63,1237.12,2211.52,5589.38,0.71,0.00,12.09,129.07,13.43,0.00,10.67,606.77,86.52
2025-06-22 17:00,-4.34,0.00,4114.02,13385.73,38.30,0.00,40.33,697.70,44.62,38.47,32.88,840.57,2103.27,5053.76,467.46,408.00,2418.09,6003.52,0.76,0.00,11.61,147.29,13.44,11.34,10.12,632.13,112.18
2025-06-22 17:30,-2.73,0.00,4123.75,13782.55,42.56,0.00,40.33,753.86,44.74,89.11,36.27,1107.52,2924.84,5628.22,42.64,74.49,2423.80,6185.40,0.80,0.00,11.61,158.94,13.48,26.27,11.12,615.68,141.66
2025-06-22 18:00,-22.95,0.00,4119.77,13921.56,42.69,0.00,40.50,765.18,78.62,88.52,32.65,1260.59,3345.29,6057.28,1.05,6.89,2421.41,6252.39,0.84,0.00,11.66,161.29,27.17,26.10,10.05,599.30,172.32
2025-06-22 18:30,-2.94,0.00,4121.82,13867.69,36.53,0.00,40.17,767.57,347.92,86.06,35.16,920.79,3269.68,6347.09,0.35,0.25,2422.61,6226.93,0.85,0.00,11.56,161.82,132.18,25.37,10.67,602.72,153.58
2025-06-22 19:00,-14.60,0.00,4118.19,13725.49,34.45,0.00,40.17,760.62,362.37,26.45,32.50,535.83,3227.45,6625.35,0.25,0.00,2420.52,6164.49,0.81,0.00,11.56,160.41,137.87,7.80,9.91,604.82,141.99
2025-06-22 19:30,-27.19,0.00,4111.61,13671.93,36.08,0.00,40.00,713.25,342.45,0.00,33.08,241.81,2742.55,7140.34,0.25,0.00,2416.69,6141.04,0.84,0.00,11.52,150.94,130.03,0.00,10.08,610.14,105.98
2025-06-22 20:00,-16.31,0.00,4123.67,13529.11,28.80,0.00,40.67,710.44,187.39,0.00,29.99,79.79,2384.66,7465.97,0.25,0.00,2423.58,6070.08,0.77,0.00,11.71,150.38,69.30,0.00,9.21,611.60,103.56
2025-06-22 20:30,-21.56,0.00,4132.02,13550.62,28.06,0.00,40.83,668.59,44.46,0.00,33.17,58.55,2050.81,7429.26,0.25,0.00,2428.47,6080.84,0.77,0.00,11.76,141.25,13.39,0.00,10.12,620.14,100.98
2025-06-22 21:00,-21.00,0.00,4098.45,13510.56,29.10,0.00,40.33,588.62,43.49,0.00,30.21,30.12,1435.28,7469.38,0.25,0.00,2408.97,6062.42,0.77,0.00,11.61,123.88,13.10,0.00,9.27,633.28,101.43
2025-06-22 21:30,-69.16,0.00,4012.38,13123.36,26.29,0.00,40.33,432.02,43.24,0.00,32.51,22.93,1067.34,7619.83,0.25,0.00,2360.06,5886.14,0.75,0.00,11.61,90.95,13.03,0.00,9.92,635.45,70.36
2025-06-22 22:00,-88.49,0.00,3603.47,12581.68,28.33,0.00,40.50,366.25,43.55,0.00,35.29,14.60,949.47,7702.75,0.35,0.00,2123.79,5644.89,0.76,0.00,11.66,77.65,13.12,0.00,10.70,623.68,0.37
2025-06-22 22:30,-31.82,0.00,3268.38,12584.47,31.62,0.00,41.50,101.06,43.35,0.00,34.92,30.50,816.16,7507.92,0.51,0.00,1929.14,5643.07,0.76,0.00,11.95,21.28,13.06,0.00,10.60,624.67,8.95
2025-06-22 23:00,-128.29,0.00,3091.29,12170.21,34.57,0.00,41.33,42.01,42.85,0.00,36.12,10.52,747.43,7508.54,0.51,0.00,1826.36,5460.63,0.76,0.00,11.90,8.44,12.91,0.00,10.97,621.43,8.95
2025-06-22 23:30,-112.26,0.00,3085.38,11562.45,38.91,0.00,41.17,42.12,42.54,0.00,35.32,13.07,683.43,7626.21,0.51,0.00,1822.82,5191.02,0.79,0.00,11.85,8.46,12.82,0.00,10.71,612.21,8.95
2025-06-23 00:00,-64.14,0.00,2878.78,11210.30,32.66,-0.03,40.83,42.12,42.50,0.00,33.12,35.03,670.53,7531.47,0.51,0.00,1704.08,5032.13,0.74,0.00,11.76,8.46,12.80,0.00,10.10,603.92,0.00
2025-06-23 00:30,-30.90,0.00,2579.96,10822.17,27.94,0.00,40.83,42.23,41.97,0.00,32.43,22.23,645.80,7781.80,0.51,0.00,1529.94,4852.45,0.69,0.00,11.76,8.48,12.64,0.00,9.88,583.98,8.95
2025-06-23 01:00,-60.56,0.00,2481.17,10573.39,25.10,0.00,40.50,42.23,41.37,0.00,33.22,20.12,631.02,7730.74,0.51,0.00,1469.14,4742.50,0.66,0.00,11.66,8.48,12.46,0.00,10.13,580.28,0.14
2025-06-23 01:30,-96.78,0.00,2474.27,10296.33,30.71,0.00,40.83,42.12,41.04,0.00,27.89,8.70,636.26,7598.54,0.47,0.00,1464.90,4616.92,0.73,0.00,11.76,8.46,12.37,0.00,8.62,580.44,-8.38
2025-06-23 02:00,-360.00,-17.65,2463.32,10162.62,35.22,0.00,40.67,42.23,41.00,0.00,22.96,3.04,619.13,7673.02,0.22,0.00,1458.67,4557.12,0.76,0.00,11.71,8.48,12.35,0.00,7.23,584.42,-13.52
2025-06-23 02:30,-661.21,-195.05,2473.88,10149.29,35.22,0.00,41.33,42.01,41.94,0.00,20.33,2.66,600.74,7887.66,0.10,0.00,1464.71,4551.04,0.76,0.00,11.90,8.44,12.64,0.00,6.48,592.59,-11.86
2025-06-23 03:00,-797.20,-194.72,2482.40,9992.02,28.11,0.00,41.50,42.23,42.32,0.00,22.79,3.66,607.16,7978.05,0.03,0.00,1469.69,4481.01,0.66,0.00,11.95,8.48,12.75,0.00,7.17,591.82,-18.73
2025-06-23 03:30,-646.86,-194.43,2486.33,9992.69,23.16,-0.03,41.83,41.79,42.16,0.00,36.20,14.87,623.39,7788.98,0.03,0.00,1471.97,4481.06,0.59,0.00,12.04,8.39,12.70,0.00,10.98,592.37,-20.00
2025-06-23 04:00,-568.36,-194.77,2494.67,9937.73,28.45,0.00,42.00,42.12,42.52,0.00,25.40,13.93,667.79,7733.77,0.03,0.00,1476.80,4457.13,0.66,0.00,12.09,8.46,12.81,0.00,7.92,589.76,-20.00
2025-06-23 04:30,-332.36,-194.80,2466.97,10136.85,20.77,0.00,40.67,41.90,43.10,0.00,28.05,27.41,673.03,7692.16,0.03,0.00,1460.71,4550.12,0.56,0.00,11.71,8.42,12.98,0.00,8.67,586.44,-20.00
2025-06-23 05:00,-290.79,-194.65,2477.28,10239.85,33.74,0.00,41.00,42.23,43.05,0.00,24.44,40.02,694.43,7861.11,0.03,0.00,1466.83,4596.78,0.68,0.00,11.80,8.48,12.97,0.00,7.61,581.12,-20.00
2025-06-23 05:30,-166.70,-162.20,2476.44,10769.45,25.28,0.00,40.17,42.01,43.13,0.00,27.54,46.08,713.30,8037.16,0.03,0.00,1466.11,4839.27,0.62,0.00,11.56,8.44,12.99,0.00,8.51,579.90,-19.99
2025-06-23 06:00,-181.03,0.00,2604.28,11310.76,21.78,-0.03,41.67,41.79,42.85,0.00,32.28,82.38,793.42,8283.02,0.03,0.00,1538.41,5083.93,0.56,0.00,12.00,8.39,12.91,0.00,9.84,577.82,-18.13
2025-06-23 06:30,-54.97,0.00,2946.98,12360.68,26.42,0.00,40.67,41.79,42.89,0.00,35.10,77.70,951.85,8530.00,0.12,2.27,1738.29,5552.74,0.64,0.00,11.71,8.39,12.92,0.00,10.64,586.79,0.01
2025-06-23 07:00,-33.40,0.00,3405.39,12854.70,31.94,0.00,41.50,41.90,43.30,0.00,27.05,247.61,1580.94,8601.77,15.70,41.31,2007.83,5776.48,0.68,0.00,11.95,8.42,13.05,0.00,8.35,581.92,20.01
2025-06-23 07:30,-34.80,0.00,3769.70,13157.34,29.48,0.00,41.33,42.12,43.09,0.00,34.59,351.32,1914.72,8792.19,296.43,259.60,2219.95,5912.48,0.69,0.00,11.90,8.46,12.98,0.00,10.49,569.88,53.28
2025-06-23 08:00,-19.92,0.00,4068.48,12838.66,25.40,0.00,41.67,42.12,43.42,0.00,34.56,207.63,1523.33,8964.37,1189.15,785.75,2391.96,5763.40,0.65,0.00,12.00,8.46,13.08,0.00,10.47,551.36,63.95
2025-06-23 08:30,-30.16,-17.15,4022.24,11563.03,26.34,-0.03,40.83,41.90,43.06,0.00,24.53,105.41,1027.47,8922.68,2443.28,1621.59,2366.09,5182.46,0.66,0.00,11.76,8.42,12.97,0.00,7.64,508.80,21.16
2025-06-23 09:00,-82.94,-276.20,3855.92,10084.18,25.01,-0.10,42.00,41.67,38.53,0.00,34.98,37.59,949.76,8509.00,3564.35,2800.90,2271.12,4515.46,0.65,0.00,12.09,8.37,11.61,0.00,10.60,461.10,9.20
2025-06-23 09:30,-123.05,-850.06,3650.44,9220.10,29.26,0.00,40.50,41.90,38.24,0.00,24.85,52.98,945.35,8114.06,4257.34,4076.54,2152.93,4129.28,0.68,0.00,11.66,8.42,11.52,0.00,7.74,428.36,8.99
2025-06-23 10:00,-220.46,-1161.09,3261.59,8466.95,26.72,0.00,41.33,41.56,38.16,0.00,19.78,104.90,897.94,7702.08,4722.69,5253.80,1929.74,3793.19,0.64,0.00,11.90,8.35,11.50,0.00,6.31,394.69,8.95
2025-06-23 10:30,-339.84,-1159.16,2803.34,7945.81,11.12,0.00,40.67,41.79,38.24,0.00,27.23,22.70,804.68,7835.09,4664.86,6274.27,1664.07,3557.37,0.54,0.00,11.71,8.39,11.52,0.00,8.41,362.76,36.32
2025-06-23 11:00,-247.42,-1158.83,2520.66,7475.54,11.74,0.00,41.50,41.90,38.18,0.00,26.31,27.09,756.30,7820.56,4452.91,7087.41,1496.68,3346.83,0.55,0.00,11.95,8.42,11.50,0.00,8.12,338.07,29.11
2025-06-23 11:30,-310.77,-1158.72,2603.55,7254.61,12.42,-0.07,40.33,42.12,38.20,0.00,20.35,48.12,710.59,7357.55,4414.92,7611.34,1546.09,3245.54,0.58,0.00,11.61,8.46,11.51,0.00,6.40,336.78,71.71
2025-06-23 12:00,-493.26,-1157.64,2477.79,7149.57,14.40,-0.08,40.67,42.57,38.16,0.00,27.96,22.72,526.27,7067.35,4352.45,8126.52,1469.27,3198.14,0.63,0.00,11.71,8.55,11.50,0.00,8.55,333.51,-20.00
2025-06-23 12:30,-513.82,-1157.00,2431.93,7148.97,31.68,0.00,41.00,42.57,38.17,0.00,27.74,18.47,538.07,6676.88,4341.67,8381.92,1441.32,3196.40,0.79,0.00,11.80,8.55,11.50,0.00,8.49,333.63,-25.10
2025-06-23 13:00,-569.34,-1153.61,2326.21,7208.31,37.05,0.00,41.33,42.23,38.18,0.00,30.40,30.76,496.40,6451.63,4476.89,8333.43,1381.86,3222.63,0.89,0.00,11.90,8.48,11.50,0.00,9.25,334.40,-23.46
2025-06-23 13:30,-473.58,-1152.60,2308.35,7063.92,34.10,0.00,40.83,41.56,38.25,0.00,34.34,254.60,451.55,6553.15,4358.59,7950.69,1371.82,3159.18,0.80,0.00,11.76,8.35,11.52,0.00,10.41,332.60,-20.00
2025-06-23 14:00,-512.25,-991.02,2302.35,7051.18,29.01,0.00,42.00,45.04,39.84,0.00,26.85,158.14,454.51,6825.77,4260.56,7330.04,1368.58,3154.14,0.65,0.00,12.09,9.11,12.00,0.00,8.29,337.36,-20.00
2025-06-23 14:30,-515.44,-908.44,2319.63,7609.82,23.65,-0.07,42.83,84.40,41.64,0.00,33.83,43.63,503.93,6917.14,4195.90,6336.10,1376.36,3409.22,0.57,0.00,12.33,17.93,12.54,0.00,10.26,362.10,-18.27
2025-06-23 15:00,-624.58,-713.65,2830.47,8381.74,25.98,-0.03,43.33,246.76,42.36,0.00,21.53,88.34,578.25,6691.93,3676.31,5196.50,1667.04,3753.68,0.62,0.00,12.48,51.94,12.93,0.00,6.78,415.74,20.01
2025-06-23 15:30,-554.68,-425.11,3207.03,9016.33,35.73,0.00,43.50,438.89,42.59,0.00,33.45,50.46,495.54,6817.96,3243.19,3993.95,1884.92,4042.71,0.71,0.00,12.52,91.64,12.83,0.00,10.16,458.08,0.00
2025-06-23 16:00,-504.50,-96.12,3263.56,10321.59,43.23,0.00,42.67,506.26,42.89,0.00,29.44,73.44,606.09,7314.56,2301.13,2651.33,1921.14,4628.15,0.84,0.00,12.28,105.77,12.92,0.00,9.02,503.10,19.19
2025-06-23 16:30,-162.39,0.00,3367.34,11725.50,49.55,0.00,42.17,619.04,49.37,0.00,27.33,111.75,928.38,7470.96,1313.85,1389.28,1981.29,5258.21,0.99,0.00,12.14,130.49,14.93,0.00,8.44,550.01,27.85
2025-06-23 17:00,-17.72,0.00,3707.52,12450.87,49.97,-0.02,40.50,708.56,246.16,0.00,36.14,597.58,1759.93,7254.09,393.95,492.36,2176.42,5591.21,1.05,0.00,11.66,149.35,70.62,0.00,10.99,578.02,69.69
2025-06-23 17:30,-3.75,0.00,3903.81,12695.70,46.14,0.00,41.17,762.77,483.33,0.00,36.82,845.04,2421.26,7552.37,46.19,114.79,2287.66,5705.04,1.03,0.00,11.85,160.67,137.33,0.00,11.18,574.51,82.09
2025-06-23 18:00,-2.91,0.00,3875.43,12717.05,50.80,0.00,40.33,767.49,750.58,0.00,39.55,874.86,2690.86,8047.96,1.57,13.39,2270.39,5715.49,1.05,0.00,11.61,161.57,214.15,0.00,12.02,561.58,41.25
2025-06-23 18:30,-3.62,0.00,3878.88,12756.15,53.83,0.00,41.00,757.60,842.00,0.00,40.64,718.19,2643.88,8231.88,1.06,0.37,2272.59,5733.25,1.10,0.00,11.80,159.62,240.71,0.00,12.40,562.81,121.64
